num,category,title,population
246, 기타," 손실보상금 10만원 받았습니다. 1년이 넘게 영업제한을 당했는데 이게 뭔가요?
"," 692
												"
247, 보건복지," 내 동생이 백신접종 이후 뇌출혈로 쓰러졌는데요..
"," 689
												"
248, 육아/교육," 코로나 집단감염!! 방역수칙 위반으로 집단감염을 초래한 어린이집을 고발합니다.
"," 688
												"
249, 행정," 김해공항 국제선의 조속한 운항 확대를 청원합니다.
"," 673
												"
250, 교통/건축/국토," 합격률 격차가 심각한 건축사시험, 응시자의 실력 탓으로 전가하는 국토교통부
"," 669
												"
251, 보건복지," 기부천사 ***의 민낯을 고발합니다.
"," 656
												"
252, 보건복지," 대한민국은 국민을 위한 나라가 아니였나요??
"," 653
												"
253, 보건복지," 충주 모 요양원의 실체를 고발합니다/억울한 제 한을 풀어주세요
"," 651
												"
254, 교통/건축/국토," ‘요소수’ 부족 사태는 국가경제와 국민 실생활에 큰 타격과 국민을 위험에 빠뜨릴 수 있다.
"," 650
												"
255, 행정," 최근 2년동안 500억원의 부당 이익을 취한 광고대행사를 엄중히 조사하고 처벌하여 주시길 …
"," 642
												"
256, 교통/건축/국토," 제2의 **** 사건이 될 경기도/용인시의 국제물류4.0 개발사업을 무효화해주십시오
"," 636
												"
257, 보건복지," 선천성안질환 유아동의 수정체렌즈 직구로만 구매할 수있는 현실이 답답합니다.
"," 633
												"
258, 일자리," 부당하게 전환 불가 통보를 받은 억울함을 풀어주세요.
"," 626
												"
259, 기타," 소형항공사  ****의   부조리와  비리를  고발합니다
"," 625
												"
260, 보건복지," 방역 패스란 ***의 ***을 국민가슴에 낙인찍는 행정명령을 폐기를 청원합니다.
"," 623
												"
261, 보건복지," 백신맞고 1주일만에 돌아가신 내 아버지 자식은 억울합니다
"," 622
												"
262, 기타," 잔금대출이자의 터무니 없는 상승을 막아주세요
"," 621
												"
263, 행정," 실수요자 주택담보대출 풀어주세요!
"," 598
												"
264, 교통/건축/국토," 유류세 인하로 인한 유가보조금 지급단가 변경을 원치 않습니다
"," 596
												"
265, 안전/환경," 층간소음 언제까지 구시대적인 정과 대화로 해결하려고 할 겁니까?
"," 583
												"
266, 인권/성평등," 코로나 검사상 음성이 나온 여학생을 또 검사하게 하고 강제백신접종 시키려는 **구 보건소 …
"," 579
												"
267, 외교/통일/국방," 안용복 해산과 왕돌초에 해양 기지를 건설하는등 대한민국 정부는 해양영토 홍보와 개발에 적극…
"," 573
												"
268, 교통/건축/국토," 비리로 얼룩진 광명*** 주택재개발조합의 입주권 명단 조작 사건에 대해 당국에서 직접 조사…
"," 562
												"
269, 경제민주화," ***** 상장일, 대신증권의 전산 불통에 대해 압수수색을 요청합니다
"," 561
												"
270, 육아/교육," ********대학교에 대한 감사를 미루는  교육부의 직무유기를 규탄합니다!
"," 557
												"
271, 교통/건축/국토," 차량용요소수  고속도로 주유소 우선공급을  중지해주세요
"," 554
												"
272, 인권/성평등," 미성연자그루밍성폭력과 성폭력에대한 2차피해를 주려는 가해자를 엄벌해주세요.
"," 553
												"
273, 교통/건축/국토," 주담대 무주택 실수요자를 위한 ""기금대출 완화""가 필요합니다
"," 552
												"
274, 기타," 내가 아빠인데 양육권 없다고
"," 550
												"
275, 정치개혁," 국민에게 막말하는 정치인은 정치활동을 제한시켜주세요.
"," 547
												"
276, 교통/건축/국토," 요소수가격폭등..
"," 542
												"
277, 정치개혁," 노태우씨의 국가장결정을 취하해 주십시요
"," 538
												"
278, 일자리," 매번 계약위반하고 도주하는 외국인 노동자 선원, 책임은 누구의 몫입니까?
"," 534
												"
279, 인권/성평등," 성인물.도박광고 홍보 사이트 **** 폐쇄를 요청합니다.
"," 532
												"
280, 행정," 소상공인들이 지킬 수 있는 법으로 바꿔주세요
"," 525
												"
281, 보건복지," 여가부 뭐하나요? 임산부들 위드코로나 시대에 살 수 있게 해주세요
"," 523
												"
282, 보건복지," 요양병원내 cctv 설치 의무를 요청합니다.
"," 516
												"
283, 인권/성평등," 지적장애 남성에게 묻지마 폭행을 당했는데 경찰이 솜방망이 처벌했습니다
"," 510
												"
284, 정치개혁," 박수현 국민소통수석의 해임을 정식으로 청원합니다
"," 509
												"
285, 육아/교육," 행방불명된 아들을 찾아주세요
"," 509
												"
286, 외교/통일/국방," 국군**병원과 국군**병원의 안일함과 무성의함에 울분을 금할길이 없습니다.
"," 507
												"
287, 보건복지," 소아장애등록기준완화 및 소아기준요청
"," 501
												"
288, 안전/환경," 인천 ** 경찰서 여경 처벌을 청원합니다
"," 501
												"
289, 행정," 32차 부동산중개사시험_2차_A형 이의 제기 및 타 공시 이의제기 신청 및 통지와 차이를 …
"," 492
												"
290, 육아/교육," 영아수당의 이상한 기준으로 인한 출산율 감소를 걱정합니다.
"," 490
												"
291, 인권/성평등," 성폭력 사건을 은폐한 공직자들을 처벌해주세요!
"," 482
												"
292, 안전/환경," 매연 절감장치에 필요한 요소수에 청원합니다
"," 480
												"
293, 기타," '전기차 보조금 부족현상'에 대한 국민들의 의견입니다.
"," 465
												"
294, 육아/교육," 담임의 실수로 수능을 못치르게 된 ** **고등학교 3학년  학부모입니다.
"," 464
												"
295, 농산어촌," 저희 부모님이 매일 공포감에 사무쳐 생활하고 계십니다.
"," 460
												"
296, 경제민주화," 개인들의 옵션, 선물 거래를 긴급히 제한하여 주시기 바랍니다.
"," 455
												"
297, 보건복지," 주2회 코로나 선제검사?! 종사자의 인권을 보호해주세요.
"," 453
												"
298, 기타," 청와대 청원 게시판의 명확한 삭제 및 숨김 처리 기준을 밝혀주길 바랍니다.
"," 452
												"
299, 교통/건축/국토," 요소수대란 가수요차단
"," 443
												"
300, 보건복지," 몸이 허약하거나 각종 부작용 으로 인해서 본의 아니게  미접종자들을 위한 백신 대책을 요구…
"," 436
												"
301, 경제민주화," 정책모기지(보금자리론) 거절로 서민을 두번 세번 울리지 말아주세요!
"," 436
												"
302, 육아/교육," 자의적 판단으로 수험생들에게 혼란을 주는 감독관을 더이상 보고 싶지 않습니다.
"," 436
												"
303, 교통/건축/국토," 자동차분쟁조정심의위원회 폐지요청 입니다
"," 433
												"
304, 인권/성평등," 대한민국 경찰이 살아있다.
"," 433
												"
305, 기타," 산업재해보상법(산재)에 의한 제 남편의 억울한 2차 죽음
"," 432
												"
306, 기타," 지역 중소기업을 파멸시킨 **그룹을 고발합니다.
"," 429
												"
307, 육아/교육," 위드코로나 학교내 방역 지침 준수 교사의 역할은 어디까지??
"," 428
												"
308, 보건복지," 희귀난치성 질환, 글루타르산혈증 3개월 우리 아이 제발 도와주세요!
"," 427
												"
309, 육아/교육," ***초등학교 그린스마트사업이 아이들의 안전을 제일 우선적으로 고려될 수 있도록 도와주세요
"," 426
												"
310, 보건복지," 의료과실로 아버지 사망하게 만들고 은폐한 병원
"," 426
												"
311, 안전/환경," 서대구역사 건축공사 위법을 고발합니다
"," 425
												"
312, 정치개혁," 건설업자에게 전복선물세트 수수한 **시의원과 관련자를 수사, 엄벌해 주세요!
"," 423
												"
313, 안전/환경," (필독)부스터샷 ! 생명앞에 국가는 경각심을 가져라!
"," 422
												"
314, 보건복지," 코로나 감염 후 완치자를 코로나 패스에 포함시켜 주세요
"," 421
												"
315, 안전/환경," 경찰채용 여경체력시험 기준을 높여주세요
"," 421
												"
316, 인권/성평등," 요양병원 종사자 (주 2회 코로나 검사)에 대해서 청원합니다. 우리가 무슨 생체 실험인간입…
"," 416
												"
317, 보건복지," 백신 맞으러 갔다 코로나 걸렸어요~ 억울합니다
"," 413
												"
318, 행정," 신혼희망타운 당첨자에서 부적격자가 되었습니다
"," 413
												"
319, 안전/환경," 건강과 생태계를 위협하는 길고양이에게 밥주는 행위, 이제는 막아야 합니다.
"," 402
												"
320, 인권/성평등," ** 직원상대로 불법영업 중지시켜주세요
"," 399
												"
321, 인권/성평등," 제 아이들과 살고 싶습니다.
"," 395
												"
322, 보건복지," 제발 코로나 병상으로 ***** 하지 말고 멈춰주세요.
"," 388
												"
323, 보건복지," 아파서 해외에서 귀국한 언니가 병원에 갈 수 있도록 도와주세요
"," 379
												"
324, 교통/건축/국토," 정부는 요소를 구해오세요, 유통은 시장에 맡기세요.
"," 376
												"
325, 기타," 마스크 사기 ***을 고발합니다.
"," 373
												"
326, 보건복지," ‘간병살인’으로 4년 징역을 받은 22살 청년의 감형을 청원합니다.
"," 373
												"
327, 안전/환경," 대형화재와 건물붕괴를 막아주세요. 여러분, 청원 동의를 부탁드립니다.
"," 372
												"
328, 경제민주화," 가상화폐 거래소 ***의 운영방식에 문제가 없는지 명명백백히 조사하여 주십시오
"," 371
												"
329, 기타," 음주운전에책임보험운전자..대한민국모든 차량 종합보험의무화
"," 369
												"
330, 인권/성평등," 여성 성적도구화' 유튜브 게임 광고와 19금 광고영상 금지 요청합니다.
"," 358
												"
331, 보건복지," 차라리 코로나에  걸리는게 낫겠습니다
"," 351
												"
332, 기타," 37년만에 밝혀진 ***소위 사망사건
"," 348
												"
333, 인권/성평등," 자영업자 온라인 광고 사기 피해 방지 / 방문판매법 개정
"," 347
												"
334, 반려동물," 인천광역시 부평 소재의 *동물병원의 만행을 고발하며, 반려동물 관련 법 강화를 촉구합니다.
"," 346
												"
335, 안전/환경," 알콜중독과 가정폭력으로 고통받는 피해자들의 꺼져가는 목숨을 제발 꼭 좀 지켜주세요.
"," 346
												"
336, 행정," 정부는 경찰청에 대해 대대적 수술을 하라!!!
"," 346
												"
337, 경제민주화," 가상자산 과세유예와 과세체계 개선 요청
"," 345
												"
338, 외교/통일/국방," 다문화 가정이 겪는 한국 방문 비자 신청의 어려움을 해결해 주세요
"," 336
												"
339, 인권/성평등," 장애인에게 성폭력을 행사한 사회복지법인 종사자들이 국가보조금으로 임금을 지급받아 가는 것을…
"," 335
												"
340, 기타," 이십칠년이 송두리째 사라졌습니다.
"," 335
												"
341, 인권/성평등," 골프장 갑질회원이 벌금형 받고 다시 골프장에 들어올려고 합니다.
"," 334
												"
342, 인권/성평등," 트위터 남탕몰카유포사건 조작.진짜 인지 철저히 수사.강력처벌을 촉구합니다.
"," 334
												"
343, 안전/환경," 대한민국 정부의 탄소중립 선언에 반하는 해외 석탄화력발전소 건설을 철회해주세요.
"," 333
												"
344, 육아/교육," 광주광역시 **동 아동 폭행 친모를 아동과 분리시켜주세요
"," 330
												"
345, 기타," 최하층의 난방유 등유를 유류세 인하에 포함하고 등유에 붙은 사치성 상품에나 과세하는 개별소…
"," 328
												"
346, 기타," 파산대학에 다니고 있습니다.
"," 324
												"
347, 기타," 울산전통시장 재개발 반대
"," 323
												"
348, 경제민주화," 유사수신 사기에 경종과 함께 강력한 처벌을 청원 합니다
"," 323
												"
349, 안전/환경," 제주를 여행하는 분들!! 제주공항을 이용하시는 분들!! 하늘길의 안전을 위해 일하는 저희도…
"," 321
												"
350, 인권/성평등," 지자체에서 운영중인 CCTV통합관제센터 관제요원이 이를 악용하여 평범한 여러분들의 일상을 …
"," 319
												"
351, 기타," 공매도상환기간조정
"," 317
												"
352, 안전/환경," 오토바이 번호판 개정 촉구합니다
"," 316
												"
353, 교통/건축/국토," [정책제안]요소수 유통 단기안정 대책 (전국 요소수 특별공급  주유소 지정 운영안)
"," 313
												"
354, 기타," ****** 부가서비스(****) 가입강요.이거는 강매아닌가요?
"," 311
												"
355, 보건복지," 간호사의 권리와 간호의 질 향상을 위해 간호법 제정을 촉구합니다.
"," 311
												"
356, 경제민주화," ***** 주가 조작 조사해주세요
"," 309
												"
357, 보건복지," 백신 주사 후 경증부작용에 대한  보험처리를 바랍니다
"," 308
												"
358, 교통/건축/국토," 요소수부족 사태에 대하여
"," 307
												"
359, 행정," 100만 소상공인을 농락하고 능멸한 중소벤처기업부장관을 파직하라
"," 304
												"
360, 문화/예술/체육/언론," 집값 상승 부추기고, 계층간 위화감 조장하는 MBC 구해줘홈즈 폐지를 청원합니다!
"," 300
												"
361, 교통/건축/국토," 급합니다 ㅠ
"," 297
												"
362, 인권/성평등," ‘성희롱 사건’의 진상규명을 위한 포렌식 수사 요구
"," 296
												"
363, 보건복지," 선진국처럼 신속진단키트 과감하게 도입하여 사용하게 해주세요.
"," 294
												"
364, 보건복지," 의료사고 낸 의사에 대한 처벌을 강화해 주십시오!
"," 294
												"
365, 기타," 40대 가장을 때린 20대여자 엄중처벌을 부탁합니다.
"," 293
												"
366, 교통/건축/국토," 도와주세요ㅠ대통령님ㅜㅠ
"," 293
												"
367, 기타," 오너일가만 배불리는 **그룹을 엄밀히조사해주세요
"," 293
												"
368, 보건복지," 아동보호 전담공무원들의 무책임한 행동으로 피해받고있는 이나라가정들에 행복을 가져다주십시요.
"," 292
												"
369, 기타," 성폭력 가해자와 그 애인을 부디 엄히 처벌해주세요!
"," 292
												"
370, 외교/통일/국방," 탈령병에 의한 민간인 총기사고 피해 보상 요청
"," 289
												"
371, 교통/건축/국토," 부산 ***구역재개발 정비사업 인,허가 전면 재검토를 요구합니다(30년된 낡은아파트의 입주…
"," 289
												"
372, 외교/통일/국방," 미국 국적자로 병역의 의무를 수행했는데도 병역 기간동안 불법체류자로 벌금나오는 경우
"," 289
												"
373, 행정," 유류세 인하할때마다 급격히 기름값을 올리는 주유소의 담합 의심을 조사해주세요
"," 288
												"
374, 인권/성평등," ******보안(주) 사장에 대한 엄중 감사 및 처벌 청원
"," 288
												"
375, 육아/교육," 수강료 환급액 미지급 ****, 수강생 모집 광고를 멈춰주세요
"," 286
												"
376, 교통/건축/국토," 배달오토바이 소음에 고통받고 있습니다.(전기 오토바이 정책 필요)
"," 285
												"
377, 교통/건축/국토," 어린이 보호 차량 썬팅 관련 제고 부탁 드립니다.
"," 283
												"
378, 인권/성평등," 부천 유흥가 심야 인질극사건 가해자 강력처벌을 원합니다
"," 282
												"
379, 외교/통일/국방," 국방과학연구소 연구원들의 권리를 복원해주세요.
"," 282
												"
380, 정치개혁," 2014년 자행한 삭제죄명 성범죄자로 허위판결 불법감금3년6월 불법전자발찌10년 불법신상정…
"," 280
												"
381, 보건복지," 부산 서구 국공립어린이집 일방적인 폐원을 반대합니다.
"," 279
												"
382, 기타," 온라인불법재테크투자사기 <은행계좌지급정지> 시급합니다!!
"," 277
												"
383, 교통/건축/국토," 3080+ 도심공공복합사업 결사 반대
"," 277
												"
384, 행정," 소상공인손실보상은 즉석복권입니까? 20년도 오픈 일반음식점업입니다!비교해준다던 업종평균액은…
"," 275
												"
385, 정치개혁," 제4차 근본적인 사법개혁 청원글
"," 275
												"
386, 교통/건축/국토," 경찰수사권에 대한 공정성의 불신
"," 274
												"
387, 기타," 대한****협회의 갑질을 고발합니다!
"," 274
												"
388, 행정," 통신사들 사업권 취소해주세요
"," 273
												"
389, 교통/건축/국토," 유가보조금 인하! 누구를 위한 정책 입니까!
"," 273
												"
390, 행정," 공공주도 3080+ 상식적인 법입니까?
"," 273
												"
391, 정치개혁," 가정, 아동, 성폭행등 강력 범죄피해자들의 현실을 개선해주세요
"," 272
												"
392, 반려동물," 파렴치한 사기꾼 ***을 강력하게 처벌해주세요
"," 272
												"
393, 인권/성평등," 인천시장 임명한 인천사회복지시설장 ""직장내  모욕 등 괴롬힘 갑질,  퇴직금 31…
"," 271
												"
394, 육아/교육," 제발 도와주세요 제 아이가 1년 가까이 학폭을 당하고 있는데 가해자로 몰리고 있습니다
"," 271
												"
395, 육아/교육," 한부모상대로 ***에 사기당했어요ㅠㅠ
"," 270
												"
396, 기타," 아들이 억울합니다
"," 270
												"
397, 일자리," 응급안전안심 서비스 사업 수행인력(응급요원) 처우 개선 요구합니다
"," 269
												"
398, 기타," 외교부와 함께 브라질 대사관, 총영사관을 고발하면서 대한민국 정부의 바른 대책을 촉구합니다…
"," 267
												"
399, 일자리," 업무의 외주화로 인한 피해좀 막아주세요
"," 256
												"
400, 기타," 층간소음 피해자가 칼에 다 찔려야 소잃고 외양간 고칠겁니까? 층간소음 피해자를 보호하는 법…
"," 255
												"
401, 일자리," 공인중개사시험 상대평가 반대합니다
"," 253
												"
402, 일자리," 강성노조의 강압에 일자리를 잃게생겼습니다 도와주세요
"," 251
												"
403, 인권/성평등," 학교폭력 가해자 제주******** **** ***이라는 사람 사퇴시켜주십시오.
"," 250
												"
404, 안전/환경," 이사하다가 너무 억울하여 여기 글을 올립니다.
"," 247
												"
405, 교통/건축/국토," 신용불량자인 건물소유자의 연락두절로 건물철거되어 전세보증금을 날리게 되었습니다. 전세금 착…
"," 246
												"
406, 경제민주화," 후취담보 보금자리는 대출총량에서 제외해주세요.
"," 245
												"
407, 교통/건축/국토," 제가 왜 부적격자 인가요??
"," 244
												"
408, 보건복지," 전문간호사 입법 개정안을 통과시켜 이들의 역할과 위치를 지켜주세요!!
"," 244
												"
409, 기타," 보이스 피싱범의 사생활까지 보호하는 제도를 바꿔주세요
"," 242
												"
410, 인권/성평등," 3년간 집단괴롭힘.폭행.스토킹.폭언.허위사실유포.협박 인성쓰레기 공인중개사 자격박탈을 청원…
"," 234
												"
411, 행정," 유일한 지방도시 그린벨트 지역인 창원시. 해제요청 드립니다
"," 233
												"
412, 보건복지," 불합리한 교통사고 보상 처리 약관을 개정하여 주세요
"," 231
												"
413, 육아/교육," 천안시 고1 학폭 피해자 10곳 고등학교관련 자퇴생포함 30명가량
"," 230
												"
414, 행정," 경기도농수산진흥원 이전지역 조작 의혹 조사와 기관 이전 강행 중지 요청 건
"," 229
												"
415, 보건복지," 나의 발치한 치아를 이용해 만든 임플란트용 뼈이식재를 진료실에서 제작해 사용할 수 있도록 …
"," 228
												"
416, 행정," 성남 **경찰서의 만행을 알립니다.
"," 227
												"
417, 문화/예술/체육/언론," 엠넷 ***** *** 조작수사 부탁드립니다
"," 225
												"
418, 안전/환경," 대법원 판결  시내버스 안전사고
"," 225
												"
419, 육아/교육," ""뇌에 보관했어.""아동학대를 입은 6세의 말입니다.구청은 한번은 학대가 …
"," 223
												"
420, 기타," 안정근 지사 며느리 *** 여사가 생활 보호대상자로 영면하셨습니다.
"," 222
												"
421, 안전/환경," 서초구 **** 살인사건 피의자 신상공개를 촉구합니다
"," 222
												"
422, 외교/통일/국방," 정부는 남북관계 개선을 위해 즉각 결단하고 행동해야 합니다!
"," 221
												"
423, 육아/교육," 대학수학능력시험 시간, OMR 답안지를 걷은 뒤 잠시 수험생들이 가채점표를 작성할 시간을 …
"," 221
												"
424, 교통/건축/국토," 선량한 조합원들을 농락한 건설사 **건설(****)과 동천개발을  처벌하여 주십시오.
"," 220
												"
425, 행정," 불공정경쟁을 지향하는 **구청에 대해 고합니다.
"," 220
												"
426, 보건복지," 삶의 불씨를 살려주는 고가약 급여허가 부탁드립니다.
"," 220
												"
427, 문화/예술/체육/언론," 허위사실을 기재한 언론기자의 행태를 규탄하며, 구태여론 조작하는 기자를 이 사회에서 퇴출시…
"," 219
												"
428, 행정," 불법을 저지르는 사람들에게 벌금을 부과해주세요.
"," 218
												"
429, 인권/성평등," 학교폭력, 범죄가 맞긴 한가요?
"," 218
												"
430, 기타," 보험사의 횡포를 올립니다
"," 217
												"
431, 인권/성평등," 억울하게 성추행범으로 누명을 씌어서 표적수사를 하고 있습니다
"," 217
												"
432, 안전/환경," 민식이법을 이렇게 고치는 것을 제안합니다.
"," 216
												"
433, 기타," 주인이 받은 권리금 1억5천만원은
"," 214
												"
434, 인권/성평등," 경찰관서내 같은 팀원들의 노골적 괴롭힘 및 교묘한 왕따 피해와 관련한 인권침 해등
"," 213
												"
435, 인권/성평등," 경기도 화성시 장안면 반도체 관련 업체 여성직원 인권을 살려주세요
"," 212
												"
436, 보건복지," 소방공무원분들의 식비를 개인이 충당하지 않도록 해주십시요. (국가직으로 신분이 전환됐지만 …
"," 210
												"
437, 보건복지," 앙골라를 격리면제 제외국가에서 제외해 주시기를 청원합니다.
"," 209
												"
438, 행정," 자영업 피해 고발센터와 소상공인부 신설을 요청합니다
"," 208
												"
439, 행정," 어린이 보호구역 주변 상인들에 대한 대책 마련을 촉구합니다.
"," 208
												"
440, 육아/교육," 학생의 입장에서 고교학점제 개선방안을 제안합니다
"," 207
												"
441, 인권/성평등," 노동위원회가 필요한가요? 부당해고 없는 공정한 사회가 될수 있도록 국민여러분이 도와주세요.
"," 206
												"
442, 보건복지," 대구 장애인거주시설 OO재활원 퇴직금 및 십일조를 규탄합니다.(2)
"," 205
												"
443, 인권/성평등," 인권유린한 장애인보호작업장 원장의 복직을 막아주세요!
"," 205
												"
444, 행정," 식약처는 해썹의무적용을 다시 연기하라
"," 205
												"
445, 인권/성평등," 해외법인 한국인근로자에 불법과 갑질을 일삼는 ** *** 부회장 가석방 철회 요청
"," 203
												"
446, 보건복지," 코로나검사의 신뢰성 확보 및 검사결과 변경에 따른 피해 보상을 건의합니다
"," 203
												"
447, 보건복지," 이제와서 '의료진 때문에?' 코로나 의료진에 대한 공무원들의 갑질을 멈춰…
"," 202
												"
448, 인권/성평등," 우리는 대한민국의 개, 돼지가 아닙니다. <주면 주는 대로 받고, 시키면 시키는 대로…
"," 201
												"
449, 저출산/고령화대책," 주52시간 근로기준법 위반자를 처벌해 주십시오
"," 201
												"
450, 성장동력," 요소수 문제 신경 써주시기 바랍니다.
"," 200
												"
451, 문화/예술/체육/언론," 예산을 펑펑 쓰고 있는 가짜 문화재의 조속한 철거와 관련 공무원들의 처벌을 촉구합니다.
"," 200
												"
452, 행정," 춘천시의 외면으로 고통 받는 산골마을 주민들의 눈물
"," 199
												"
453, 인권/성평등," ‘  스토킹에 고통받는 남매의 기막힌 사연 ! ’
"," 199
												"
454, 안전/환경," 남양주시 별내동 카페거리를 본래대로 돌려주십시오. 그리고 이렇게 된 이유를 명백히 밝혀주십…
"," 197
												"
455, 저출산/고령화대책," 임신 했더라도 계속 일할 수 있도록 도와주세요.
"," 197
												"
456, 보건복지," 업무상 과실로 사업주에게 즉시 해고처리와 통장과 퇴직금을 압류 당했습니다.
"," 195
												"
457, 기타," 연인을 잔혹하게 살인한 범인을 강력 처벌해주시기 바랍니다
"," 195
												"
458, 안전/환경," 코로나19 병상대기 시스템이 경악스럽습니다
"," 195
												"
459, 기타," 블랙박스에 사고장면이 확인되지 않는다는 이유로 1년동안 아무런 보상을 받지 못한 이모부의 …
"," 194
												"
460, 육아/교육," 대학 측의 파행적 수업 진행을 막아 주세요.
"," 192
												"
461, 보건복지," 헌혈유공패 반대
"," 192
												"
462, 행정," 가족요양지급 기준 보완을 요청합니다.
"," 192
												"
463, 인권/성평등," 직장 내 괴롭힘 금지법의 개정과 처벌 및 징계에 대한 규정, 신고절차의 개선을 요구합니다.
"," 192
												"
464, 일자리," ‘공공기관’에만 시행하는 '임금피크제', '공무원'도 …
"," 191
												"
465, 보건복지," 코로나 백신오접종 모두가 나몰라라, 도움이 필요합니다
"," 191
												"
466, 교통/건축/국토," 우리집이 하루아침에 철거업체에 의해 난장판이 되었습니다.
"," 190
												"
467, 행정," 임대인의 부도덕한 계약요구를 막아주십시요.
"," 189
												"
468, 보건복지," 초등 장애아동  돌봄 서비스가 필요합니다.
"," 189
												"
469, 교통/건축/국토," 아파트 실거래가를 ""실제""거래가로 등록해 주십시오.
"," 187
												"
470, 정치개혁," 전국민이 군소정당 후보들의 정책을 충분히 알고 공정한 투표를 할수 있도록 해 주세요
"," 187
												"
471, 육아/교육," 불합리한 대학 입시 수학제도 개선 요청
"," 187
												"
472, 교통/건축/국토," 부안군산간 새만금 남북 도로공사 피해 호소의 글
"," 187
												"
473, 교통/건축/국토," 전라북도 익산 ** **아파트 1단지 재건축지역주택조합 관련
"," 186
												"
474, 농산어촌," 조용했던 시골마을에 나타난 불청객으로 인한 피해
"," 183
												"
475, 정치개혁," 국회의원 수당등에 관한법률은 폐지해야 합니다
"," 183
												"
476, 안전/환경," [연수구 구도심] 30년을 앞둔 아파트들의 행적적인 문제로 불필요한 사회적 비용을 막아주세…
"," 182
												"
477, 보건복지," 3차 대형병원과 2차병원의 공생관계, 그리고 간병비 지옥
"," 181
												"
478, 보건복지," 편평사마귀도 의료보험 적용을 해주세요.
"," 181
												"
479, 교통/건축/국토," 민식이 법 미명 아래 탁상행정 ‘주차장법’ 개정 요구
"," 181
												"
480, 안전/환경," 원룸 임차인이 낮과 밤을 가리지 않고 소란을 피워 10세대가 고통의 나날을 보내고 있습니다…
"," 180
												"
481, 행정," 손실보상기준 인건비에 일용근로자와 인적용역비를 포함해야 합니다.
"," 180
												"
482, 기타," 인천지방경찰청 경찰간부 진정사건 피진정인 조사 누락
"," 180
												"
483, 보건복지," 산재노동자  평균임금지급에 대한  근복에 부당함과 직무유기
"," 179
												"
484, 보건복지," 뇌종양 재발후 건강심신평가원 거절
"," 179
												"
485, 인권/성평등," 도와주세요!  보험사는 법위에 있고 법원도 강자편입니다
"," 178
												"
486, 육아/교육," 경북 **** 고등학교의 실체를 알아주세요
"," 178
												"
487, 일자리," 개인 사업자 너무 억울합니다.
"," 178
												"
488, 기타," 독립운동가 후손들의 처우 개선 및 지원 법률의 추가를 제안합니다.
"," 176
												"
489, 인권/성평등," [천안 **중 1학년 9반] 형법 제10조 심신미약 관련 법안을 개정해주세요.
"," 175
												"
490, 행정," 국가 보훈처의 전문성없는 역사인식과 불공정한 포상심사에 대한 억울함
"," 175
												"
491, 행정," 중기부 저신용대출 개편 증액
"," 175
												"
492, 기타," 자영업자 소상공인 상대로 광고 대행 사기를 일삼는 업체를 벌 하기 위한 법 개정이 시급합니…
"," 175
												"
493, 보건복지," 대형병원의 의료중재원 배상거부
"," 174
												"
494, 육아/교육," 대한민국 노동법!! 시급히 개선되어야 합니다!!
"," 173
												"
495, 문화/예술/체육/언론," 송현동 땅의 <이건희 기증관> 건립을 반대합니다
"," 172
												"
496, 인권/성평등," 교직원 성폭행 허위고소한 여고생 무고죄로 강력처벌을 원합니다
"," 172
												"
497, 보건복지," 2005년 7월 1일 이전에 지어진 아파트에도 장애인전용주차구역 설치 및 관리를 의무화 할…
"," 171
												"
498, 인권/성평등," 저희 아이가 50대 남성 어른에게 폭행당했는데, 가해자 말만 듣고 범죄사실이 잘못 적시되었…
"," 170
												"
499, 보건복지," 감기증상 응급진료 거부 및 진료비 청구
"," 169
												"
500, 외교/통일/국방," 코로나 완치자여도 과거 감염 이력이 있으면 중국 출국 불가? 제발 출국 할 수 있도록 도와…
"," 167
												"
501, 기타," **군소재 대형리조트 ***회장에게 집단폭행을 당했습니다 도와주세요
"," 166
												"
502, 문화/예술/체육/언론," 불공정경쟁 입찰로 진행된 ""********* 전시공간조성 및 행사운영용역""…
"," 166
												"
503, 인권/성평등," 기초과학연구원의 용역노동자를 향한 갑질과 협박을 중단시켜주세요.
"," 165
												"
504, 인권/성평등," 모든 어린이들을 위한 유니버설 디자인 놀이터(=무장애 통합 놀이터)의 개선과 제도 마련을 …
"," 165
												"
505, 정치개혁," [국민청원 21탄] 대한민국 사법부에 대한 ‘상고이유서’
"," 164
												"
506, 교통/건축/국토," 고속도로 환승제도 개편 부탁드립니다.
"," 163
												"
507, 행정," 스쿨존 주.정차 금지법
"," 162
												"
508, 교통/건축/국토," 무너져가는 서민들의 보금자리를 지켜주세요
"," 160
												"
509, 기타," 부친명의의 토지를 제삼자가(동명이인) 훔쳐간 사건
"," 160
												"
510, 안전/환경," 플라스틱 쓰레기의 내용물을 씻어서 버립시다.
"," 160
												"
511, 안전/환경," 스쿨존서 눕고 춤추고..운전자 약 올리는 '민식이법 놀이' 공분[영상] …
"," 160
												"
512, 보건복지," 한번의 수술로 모든것이 바뀌어 버렸습니다.
"," 160
												"
513, 육아/교육," 정치에서 사학의 길로 발 돌린 ***** '*** 총장' 첫 근무지부터 …
"," 159
												"
514, 육아/교육," 예비초맘의 안전한 등하교길 불안감을 초고밀도 학교조성하는 통학구역조정대신 안전한 등하교길 …
"," 157
												"
515, 행정," 상가임대차보호법을 이용한 임대인의 괴롭힘
"," 157
												"
